N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
78	1.503850	0.204510	0.000000	3.137385	61	172	4.724121	43.691406	2
99	1.174950	0.049526	0.283732	0.798895	7	242	1.833496	14.316406	1
79	1.245412	0.154801	0.000000	2.327029	261	492	4.333496	34.316406	2
109	4.011795	0.059476	0.564002	1.747738	32	117	0.583496	24.316406	1
89	2.364789	0.096588	0.000000	2.680426	286	367	3.083496	44.316406	0
94	1.780937	0.155348	0.096645	1.679665	28	180	2.458496	29.316406	1
74	1.512798	0.177049	0.000000	3.499643	282	430	4.958496	49.316406	2
104	2.143877	0.076745	0.465935	1.130234	22	55	1.208496	19.316406	1
84	1.629709	0.160519	0.000000	2.524005	276	305	3.708496	39.316406	2
97	0.917941	0.103422	0.075748	0.833115	125	211	4.645996	21.816406	1
77	2.414346	0.189782	0.000796	2.699724	43	461	2.145996	41.816406	0
107	0.705050	0.075894	0.563378	0.300492	72	86	3.395996	11.816406	1
87	3.479905	0.152438	0.377782	2.131226	115	336	0.895996	31.816406	1
92	0.697505	0.066146	0.009328	0.789080	107	149	4.020996	16.816406	0
72	2.498219	0.150527	0.035866	2.471953	87	399	1.520996	36.816406	1
102	1.693479	0.135709	0.420692	1.003084	23	24	2.770996	26.816406	1
82	7.092789	0.117129	0.500817	3.542790	128	274	0.270996	46.816406	1
73	2.147035	0.091435	0.201976	1.729443	311	383	1.052246	25.566406	1
93	2.122219	0.243385	0.092520	2.111198	41	133	3.552246	45.566406	1
83	0.956669	0.090493	0.036238	0.937953	145	258	2.302246	15.566406	1
103	1.515706	0.139379	0.333526	0.955586	0	8	4.802246	35.566406	1
78	1.373302	0.019095	0.400282	0.819722	418	446	0.427246	10.566406	1
98	1.912837	0.177809	0.034094	1.838791	85	196	2.927246	30.566406	1
88	1.619983	0.114749	0.059373	1.505901	220	321	1.677246	20.566406	1
108	1.997036	0.114310	0.193523	1.666106	13	71	4.177246	40.566406	1
70	0.831637	0.065149	0.000000	1.076598	103	414	2.614746	18.066406	2
90	7.236646	0.044110	0.559257	3.177157	123	164	0.114746	38.066406	1
80	1.078894	0.101300	0.000000	1.432689	0	289	3.864746	28.066406	2
100	4.738051	0.191772	0.532724	2.155884	19	39	1.364746	48.066406	1
75	1.001614	0.077805	0.000000	1.623476	179	477	3.239746	23.066406	2
95	5.578261	0.217880	0.444399	3.081333	198	227	0.739746	43.066406	1
85	0.504391	0.043684	0.000000	0.810380	44	352	4.489746	13.066406	2
105	2.719082	0.185891	0.439781	1.552800	63	102	1.989746	33.066406	1
76	2.946913	0.018604	0.547641	1.337032	48	90	0.153809	19.003906	1
96	2.463276	0.225917	0.000000	3.589008	13	340	2.653809	39.003906	2
86	2.410962	0.126196	0.450516	1.318611	169	215	1.403809	29.003906	1
106	2.545946	0.201725	0.000000	3.924389	134	465	3.903809	49.003906	2
71	2.271617	0.077318	0.478401	1.195289	18	28	0.778809	24.003906	1
91	2.191428	0.236182	0.000000	3.445493	45	278	3.278809	44.003906	2
81	0.933884	0.075860	0.499308	0.426078	139	153	2.028809	14.003906	1
101	1.443063	0.179619	0.000000	2.218724	167	403	4.528809	34.003906	2
78	1.115818	0.135449	0.072907	1.065340	12	121	3.591309	26.503906	1
98	5.186619	0.220590	0.163649	4.272884	223	371	1.091309	46.503906	1
88	0.627694	0.051404	0.316331	0.405562	86	246	4.841309	16.503906	1
108	2.831130	0.109036	0.011210	2.921315	422	496	2.341309	36.503906	0
73	0.500682	0.032579	0.290702	0.372117	13	59	2.966309	11.503906	1
93	4.716569	0.066740	0.426455	2.701932	224	309	0.466309	31.503906	1
83	0.807372	0.075054	0.534307	0.349911	87	184	4.216309	21.503906	1
103	3.713677	0.285739	0.219845	2.938855	424	434	1.716309	41.503906	1
92	1.363902	0.084149	0.000000	1.830278	93	293	2.185059	20.253906	2
72	1.206133	0.181507	0.000000	1.642233	35	43	4.685059	40.253906	0
102	1.300509	0.041467	0.290244	0.906470	29	418	0.935059	10.253906	1
82	1.342746	0.090484	0.275820	0.990004	95	168	3.435059	30.253906	1
97	1.369191	0.054799	0.054503	1.343587	158	356	1.560059	15.253906	1
77	1.181392	0.089538	0.041693	1.296882	100	106	4.060059	35.253906	1
107	4.876369	0.055609	0.497672	2.445791	94	481	0.310059	25.253906	1
87	2.315684	0.165108	0.428290	1.321164	160	231	2.810059	45.253906	1
94	0.563423	0.079162	0.000000	1.112634	198	262	4.372559	12.753906	2
74	1.969162	0.078591	0.274130	1.494141	3	12	1.872559	32.753906	1
104	1.332770	0.122791	0.000000	1.759899	196	387	3.122559	22.753906	2
84	5.297740	0.169802	0.531350	2.436080	1	137	0.622559	42.753906	1
99	1.091979	0.129127	0.000000	2.259103	286	324	4.997559	27.753906	2
79	2.440817	0.215298	0.281794	1.850764	28	74	2.497559	47.753906	1
109	0.944687	0.074748	0.000000	1.227336	284	449	3.747559	17.753906	2
89	3.487174	0.169346	0.559157	1.563301	26	199	1.247559	37.753906	1
109	1.990018	0.151586	0.000760	2.605216	66	145	2.888184	29.628906	2
89	7.476058	0.086718	0.534434	3.477955	379	395	0.388184	49.628906	1
99	0.905383	0.075261	0.000000	1.927214	4	20	4.138184	19.628906	2
79	2.911970	0.227600	0.237682	2.138749	192	270	1.638184	39.628906	1
104	0.779172	0.035475	0.000000	1.065149	69	207	3.513184	14.628906	2
84	3.376781	0.118711	0.533818	1.612871	382	457	1.013184	34.628906	1
94	0.918393	0.069380	0.000000	2.056321	7	82	4.763184	24.628906	2
74	2.418983	0.192568	0.230091	1.847504	194	332	2.263184	44.628906	1
106	2.503157	0.069250	0.372811	1.574226	158	176	0.700684	17.128906	1
86	1.766874	0.080577	0.352270	1.191366	169	426	3.200684	37.128906	1
96	2.064616	0.147458	0.000389	2.479112	33	51	1.950684	27.128906	0
76	1.539820	0.132973	0.004186	1.906681	44	301	4.450684	47.128906	0
101	4.892713	0.013088	0.556518	2.164609	184	239	0.075684	22.128906	1
81	2.282646	0.212680	0.507459	1.082772	133	489	2.575684	42.128906	1
91	1.091127	0.036772	0.150160	0.979314	59	114	1.325684	12.128906	1
71	1.205205	0.123904	0.085973	1.019305	8	364	3.825684	32.128906	1
83	0.347625	0.042443	0.163738	0.308997	321	473	4.919434	10.878906	1
103	2.175862	0.107551	0.002156	2.524529	40	223	2.419434	30.878906	0
73	0.758141	0.052379	0.005734	0.875575	323	348	3.669434	20.878906	0
93	4.172322	0.132916	0.116686	3.716683	42	98	1.169434	40.878906	1
88	1.025377	0.085145	0.421384	0.584374	227	410	4.294434	25.878906	1
108	4.111786	0.268748	0.133089	3.629697	8	160	1.794434	45.878906	1
78	0.773658	0.069744	0.134387	0.617161	229	285	3.044434	15.878906	1
98	5.327945	0.170029	0.379910	3.309754	10	35	0.544434	35.878906	1
80	1.821419	0.108178	0.465683	0.916611	107	442	1.481934	23.378906	1
100	2.046944	0.164164	0.000000	3.110500	142	192	3.981934	43.378906	2
70	1.796628	0.037254	0.536251	0.830027	156	317	0.231934	13.378906	1
90	1.969012	0.125440	0.000013	2.775383	66	67	2.731934	33.378906	2
85	1.183222	0.036796	0.561603	0.525056	44	379	2.106934	18.378906	1
105	1.798533	0.129137	0.000000	2.443769	79	129	4.606934	38.378906	2
75	2.646514	0.108418	0.485467	1.412378	93	254	0.856934	28.378906	1
95	2.455054	0.139394	0.006462	3.785064	3	4	3.356934	48.378906	1
80	1.061899	0.072303	0.409482	0.626721	102	358	1.110840	11.660156	1
100	1.553356	0.094010	0.000000	2.859726	84	108	3.610840	31.660156	2
70	1.065158	0.098681	0.448409	0.585834	17	483	2.360840	21.660156	1
90	1.528315	0.139347	0.000000	2.587841	124	233	4.860840	41.660156	2
85	3.609575	0.089736	0.524607	1.711468	121	295	0.485840	26.660156	1
105	3.055201	0.212898	0.000000	3.987159	40	45	2.985840	46.660156	0
75	1.138378	0.062646	0.571790	0.457881	67	420	1.735840	16.660156	1
95	1.476502	0.103469	0.000000	2.078069	112	170	4.235840	36.660156	2
82	1.251027	0.049636	0.127095	1.172229	276	326	2.673340	24.160156	1
102	9.056186	0.067829	0.505355	4.463721	26	76	0.173340	44.160156	1
72	0.490304	0.066469	0.266539	0.360606	269	451	3.923340	14.160156	1
92	3.030485	0.195048	0.131259	2.568603	19	201	1.423340	34.160156	1
87	0.897111	0.071595	0.134140	0.789409	256	264	3.298340	19.160156	1
107	5.548131	0.117911	0.303398	3.844086	6	14	0.798340	39.160156	1
77	0.965468	0.103542	0.470169	0.522422	281	389	4.548340	29.160156	1
97	3.755839	0.229353	0.119501	3.371378	31	139	2.048340	49.160156	1
106	2.728933	0.135330	0.028570	2.791293	17	30	1.579590	27.910156	1
86	1.745893	0.230009	0.011883	2.160325	18	280	4.079590	47.910156	0
96	3.060765	0.052888	0.485937	1.573489	126	155	0.329590	17.910156	1
76	1.814125	0.104462	0.351898	1.088092	128	405	2.829590	37.910156	1
101	1.000511	0.060780	0.000433	1.109014	63	92	2.204590	12.910156	0
81	1.152039	0.171089	0.024220	1.088823	65	342	4.704590	32.910156	1
91	2.532385	0.074306	0.374280	1.609037	204	217	0.954590	22.910156	1
71	1.695434	0.135645	0.534700	0.761224	206	467	3.454590	42.910156	1
109	0.770925	0.073966	0.000000	1.638955	0	61	4.392090	15.410156	2
89	2.592069	0.201910	0.200227	2.059190	156	311	1.892090	35.410156	1
99	1.429477	0.165275	0.000000	1.981698	47	186	3.142090	25.410156	2
79	5.169649	0.177828	0.514373	2.493562	328	436	0.642090	45.410156	1
104	1.035504	0.079679	0.000000	1.863022	15	123	3.767090	20.410156	2
84	3.640958	0.175414	0.387973	2.152208	234	373	1.267090	40.410156	1
94	0.673967	0.043435	0.000000	0.695073	94	248	2.517090	10.410156	0
74	5.198852	0.003017	0.573301	2.216140	437	498	0.017090	30.410156	1
94	1.108423	0.096706	0.000000	1.566872	291	412	3.376465	22.285156	2
74	3.912982	0.189885	0.519026	1.920896	33	162	0.876465	42.285156	1
104	0.559037	0.062479	0.000000	1.197119	274	287	4.626465	12.285156	2
84	2.043385	0.101729	0.202587	1.648283	16	37	2.126465	32.285156	1
99	1.103510	0.059826	0.003340	1.144361	276	475	2.751465	17.285156	0
79	5.562444	0.060667	0.569310	2.382274	18	225	0.251465	37.285156	1
109	1.458429	0.080844	0.000000	2.494244	291	350	4.001465	27.285156	2
89	3.918923	0.230748	0.395586	2.435976	33	100	1.501465	47.285156	1
92	2.064867	0.024717	0.401023	1.230664	55	381	0.563965	14.785156	1
72	1.487882	0.116434	0.248542	1.061603	84	131	3.063965	34.785156	1
102	2.139791	0.092962	0.000000	2.505009	101	256	1.813965	24.785156	0
82	1.594641	0.228843	0.015343	2.139516	5	6	4.313965	44.785156	0
97	3.022915	0.117188	0.250314	2.278457	8	444	1.188965	29.785156	1
77	1.965252	0.193164	0.372208	1.151831	100	194	3.688965	49.785156	1
107	1.530420	0.088975	0.000000	1.908074	86	319	2.438965	19.785156	2
87	1.399673	0.169840	0.036447	1.621489	53	69	4.938965	39.785156	1
78	0.681187	0.054671	0.400130	0.461413	89	209	3.845215	18.535156	1
98	3.815723	0.187917	0.226797	3.001152	425	459	1.345215	38.535156	1
88	1.648384	0.130983	0.173827	1.409172	14	84	2.595215	28.535156	1
108	11.257816	0.070243	0.537821	5.192621	225	334	0.095215	48.535156	1
73	0.700037	0.048982	0.537991	0.338071	44	147	4.470215	23.535156	1
93	3.191964	0.116401	0.149095	2.751844	318	397	1.970215	43.535156	1
83	0.612930	0.060281	0.216838	0.495154	1	22	3.220215	13.535156	1
103	4.797559	0.124335	0.336052	3.117295	149	272	0.720215	33.535156	1
75	1.416016	0.079722	0.374551	0.872618	237	240	2.282715	26.035156	1
95	1.919981	0.156461	0.000000	3.304823	239	490	4.782715	46.035156	2
85	1.610734	0.039287	0.389392	0.985312	84	115	1.032715	16.035156	1
105	2.019747	0.295113	0.000000	3.649780	87	365	3.532715	36.035156	2
70	0.667049	0.022732	0.530422	0.328996	153	178	1.657715	11.035156	1
90	1.281909	0.183283	0.000000	1.846563	155	428	4.157715	31.035156	2
80	2.817092	0.040142	0.519319	1.356061	32	53	0.407715	21.035156	1
100	2.517495	0.097389	0.000000	3.583184	34	303	2.907715	41.035156	2
70	0.770349	0.080805	0.000000	1.194010	55	260	4.821777	26.972656	2
90	2.998023	0.218744	0.516943	1.438596	7	10	2.321777	46.972656	1
80	0.731846	0.069378	0.000000	1.152176	179	385	3.571777	16.972656	2
100	4.229875	0.160847	0.443901	2.370158	130	135	1.071777	36.972656	1
75	0.398460	0.038586	0.000000	0.666734	29	323	4.196777	11.972656	2
95	2.616033	0.160750	0.447970	1.472507	43	73	1.696777	31.972656	1
85	1.042071	0.123177	0.000000	1.771670	152	448	2.946777	21.972656	2
105	7.142045	0.223379	0.495259	3.632950	166	198	0.446777	41.972656	1
73	1.426394	0.037431	0.206459	1.106776	189	291	1.384277	19.472656	1
93	1.718646	0.173025	0.390425	1.097977	6	41	3.884277	39.472656	1
83	5.071087	0.034610	0.525051	2.408194	375	416	0.134277	29.472656	1
103	3.311883	0.180278	0.182786	2.763759	66	166	2.634277	49.472656	1
78	1.455371	0.082233	0.007513	1.582142	186	354	2.009277	24.472656	0
98	1.956729	0.120689	0.151988	1.660252	2	104	4.509277	44.472656	1
88	1.709045	0.039991	0.264073	1.270105	372	479	0.759277	14.472656	1
108	2.089307	0.142091	0.013854	2.280491	63	229	3.259277	34.472656	0
96	0.738439	0.039170	0.555719	0.333281	111	119	3.103027	13.222656	1
76	3.751076	0.063208	0.442913	2.073662	160	369	0.603027	33.222656	1
106	1.131008	0.087505	0.050205	1.010138	166	244	4.353027	23.222656	1
86	3.088414	0.112901	0.022376	3.173702	90	494	1.853027	43.222656	1
91	1.303567	0.080688	0.322788	0.846761	46	57	3.728027	28.222656	1
71	3.622559	0.226953	0.215015	2.763136	94	307	1.228027	48.222656	1
101	0.730142	0.043955	0.000000	0.920771	101	182	4.978027	18.222656	2
81	2.153427	0.120250	0.000000	2.875233	25	432	2.478027	38.222656	2
99	2.534365	0.057152	0.548383	1.156708	43	88	0.915527	20.722656	1
79	1.714359	0.147930	0.000000	2.190339	336	338	3.415527	40.722656	2
109	0.889491	0.060905	0.264129	0.638989	52	213	2.165527	10.722656	1
89	1.197410	0.123458	0.000000	2.368196	345	463	4.665527	30.722656	2
94	2.738684	0.043763	0.553188	1.215883	9	26	0.290527	15.722656	1
74	1.595418	0.104289	0.000000	2.083787	240	276	2.790527	35.722656	2
104	2.507995	0.096548	0.267635	1.803085	18	151	1.540527	25.722656	1
84	1.686134	0.203320	0.000000	3.724950	249	401	4.040527	45.722656	2
103	1.357937	0.089849	0.374279	0.862084	349	440	1.931152	16.347656	1
83	1.313894	0.090790	0.000000	2.424345	55	190	4.431152	36.347656	2
93	3.444310	0.115954	0.576190	1.466742	171	315	0.681152	26.347656	1
73	1.838615	0.188738	0.036796	2.120170	2	65	3.181152	46.347656	1
108	2.403091	0.091881	0.374183	1.501530	346	377	1.306152	21.347656	1
88	1.735140	0.236355	0.000000	3.305136	53	127	3.806152	41.347656	2
98	2.479143	0.007449	0.570616	1.060884	168	252	0.056152	11.347656	1
78	1.599629	0.135240	0.129472	1.802344	0	2	2.556152	31.347656	1
101	1.342621	0.083721	0.026144	1.323589	167	471	4.118652	28.847656	1
81	3.608372	0.162806	0.053100	3.520780	189	221	1.618652	48.847656	1
91	1.040542	0.051748	0.492233	0.534628	36	346	2.868652	18.847656	1
71	4.755297	0.050706	0.489906	2.440045	58	96	0.368652	38.847656	1
106	0.587011	0.062705	0.000000	0.797185	196	408	4.743652	13.847656	2
86	2.091187	0.152802	0.001237	2.803735	154	158	2.243652	33.847656	2
96	1.216811	0.114972	0.290938	0.859714	65	283	3.493652	23.847656	1
76	3.962438	0.162369	0.286696	2.828798	24	33	0.993652	43.847656	1
87	3.825123	0.059294	0.503147	1.893848	12	174	0.212402	22.597656	1
107	3.026474	0.162875	0.241357	2.195273	243	424	2.712402	42.597656	1
77	0.946317	0.072353	0.256545	0.705323	15	49	1.462402	12.597656	1
97	1.526009	0.090628	0.505596	0.739509	246	299	3.962402	32.597656	1
82	1.899477	0.047826	0.254944	1.387454	47	237	0.837402	17.597656	1
102	2.035238	0.221178	0.008123	2.110299	340	487	3.337402	37.597656	0
72	1.526109	0.151618	0.038685	1.537688	50	112	2.087402	27.597656	1
92	1.910531	0.257364	0.279504	1.378838	343	362	4.587402	47.597656	1
85	0.458971	0.025692	0.000000	0.759283	73	143	3.649902	10.097656	2
105	3.477749	0.063813	0.396236	2.066675	4	393	1.149902	30.097656	1
75	0.615261	0.049177	0.000000	1.010377	13	18	4.899902	20.097656	2
95	2.758837	0.187394	0.486772	1.397435	70	268	2.399902	40.097656	1
80	1.190316	0.136381	0.000000	1.974657	130	205	3.024902	25.097656	2
100	7.053685	0.151726	0.464585	3.699480	62	455	0.524902	45.097656	1
70	0.452879	0.051931	0.000000	0.823896	70	80	4.274902	15.097656	2
90	2.730487	0.164246	0.412895	1.599060	127	330	1.774902	35.097656	1
80	1.424238	0.083352	0.024712	1.423744	185	227	2.017822	22.548828	1
100	1.848316	0.206433	0.231347	1.414967	150	477	4.517822	42.548828	1
70	1.180139	0.027074	0.267092	0.853548	57	102	0.767822	12.548828	1
90	1.643346	0.131764	0.017549	1.661681	22	352	3.267822	32.548828	0
85	1.464219	0.093050	0.240759	1.109453	155	165	1.392822	17.548828	1
105	2.064842	0.148191	0.493938	0.993426	182	415	3.892822	37.548828	1
75	4.264667	0.037458	0.528391	2.017053	27	40	0.142822	27.548828	1
95	2.939493	0.154025	0.254781	2.255312	55	290	2.642822	47.548828	1
82	0.369533	0.035256	0.000000	0.655790	49	196	4.205322	10.048828	2
102	2.713592	0.111093	0.392769	1.610765	335	446	1.705322	30.048828	1
72	0.858759	0.067365	0.000000	1.440619	0	71	2.955322	20.048828	2
92	5.995696	0.123819	0.480307	3.105018	161	321	0.455322	40.048828	1
87	0.819003	0.137352	0.000000	1.497348	50	133	4.830322	25.048828	2
107	3.474290	0.252808	0.458422	1.859923	336	383	2.330322	45.048828	1
77	0.586309	0.036674	0.000000	1.043106	1	8	3.580322	15.048828	2
97	3.838584	0.134716	0.405084	2.291557	161	258	1.080322	35.048828	1
106	3.135665	0.038786	0.551964	1.391010	13	399	0.299072	16.298828	1
86	1.945148	0.138637	0.000000	2.324898	79	149	2.799072	36.298828	0
96	2.437332	0.093338	0.312601	1.609604	77	274	1.549072	26.298828	1
76	1.562079	0.209017	0.000000	3.246588	18	24	4.049072	46.298828	2
101	2.619692	0.093542	0.558594	1.147547	73	462	0.924072	21.298828	1
81	1.820692	0.173203	0.023153	2.124626	139	212	3.424072	41.298828	1
91	0.758166	0.055706	0.321380	0.520116	137	337	2.174072	11.298828	1
71	0.947294	0.081380	0.000000	1.816863	79	87	4.674072	31.298828	2
108	1.509665	0.109544	0.281496	1.186791	256	430	3.736572	28.798828	1
88	4.462844	0.170233	0.191326	3.620159	17	180	1.236572	48.798828	1
98	0.730267	0.056972	0.000000	1.022935	258	305	4.986572	18.798828	2
78	2.014433	0.177593	0.000000	2.953065	19	55	2.486572	38.798828	2
103	0.877083	0.065089	0.479180	0.443627	355	493	3.111572	13.798828	1
83	4.072155	0.072331	0.416522	2.369959	53	243	0.611572	33.798828	1
93	1.004095	0.075429	0.003882	1.026888	357	368	4.361572	23.798828	0
73	2.665514	0.181334	0.015289	2.866731	55	118	1.861572	43.798828	0
94	0.513942	0.041099	0.014654	0.612166	5	32	4.752197	13.173828	0
74	1.733185	0.147712	0.000000	2.264357	190	282	2.252197	33.173828	2
104	1.209818	0.120317	0.380137	0.793916	66	157	3.502197	23.173828	1
84	4.189066	0.127594	0.309907	2.969356	376	407	1.002197	43.173828	1
99	1.290081	0.108010	0.164539	1.134356	4	94	4.127197	28.173828	1
79	3.380716	0.195881	0.076828	3.246947	189	344	1.627197	48.173828	1
109	1.220897	0.077958	0.546828	0.529944	65	219	2.877197	18.173828	1
89	5.770071	0.087088	0.498857	2.944249	374	469	0.377197	38.173828	1
91	1.968535	0.115899	0.401551	1.294087	0	1	1.314697	20.673828	1
71	1.381775	0.154558	0.000000	2.774445	59	251	3.814697	40.673828	2
101	2.380957	0.008657	0.569865	1.025678	124	126	0.064697	10.673828	1
81	1.618154	0.046721	0.000000	1.949090	183	376	2.564697	30.673828	2
96	1.234834	0.053118	0.315433	0.834959	38	63	1.939697	15.673828	1
76	1.163294	0.133243	0.000000	2.324944	35	313	4.439697	35.673828	2
106	3.789829	0.097482	0.554217	1.694400	162	188	0.689697	25.673828	1
86	2.212434	0.274680	0.002687	2.658333	158	438	3.189697	45.673828	0
78	1.251052	0.158762	0.000000	1.972427	314	329	3.033447	26.923828	2
98	7.138410	0.152606	0.476596	3.669405	36	79	0.533447	46.923828	1
88	0.686576	0.062227	0.000000	1.089871	320	454	4.283447	16.923828	2
108	3.396107	0.150340	0.465750	1.864970	41	204	1.783447	36.923828	1
73	0.457216	0.051406	0.000000	0.729750	220	266	3.658447	11.923828	2
93	3.228963	0.110591	0.423554	1.844257	5	16	1.158447	31.923828	1
83	0.759620	0.055550	0.000000	1.130630	227	391	4.908447	21.923828	2
103	2.942150	0.188076	0.528338	1.401731	11	141	2.408447	41.923828	1
75	1.892007	0.056859	0.231569	1.444563	141	360	0.845947	19.423828	1
95	2.164406	0.247454	0.011952	2.250725	98	110	3.345947	39.423828	0
85	1.885765	0.129567	0.001428	2.046725	69	485	2.095947	29.423828	0
105	2.192782	0.251937	0.208391	1.914859	151	235	4.595947	49.423828	1
70	3.304438	0.036035	0.493772	1.665329	79	297	0.220947	24.423828	1
90	2.587281	0.167214	0.166720	2.117331	36	47	2.720947	44.423828	1
80	1.106819	0.071515	0.216647	0.883735	7	422	1.470947	14.423828	1
100	1.626100	0.131110	0.385956	0.985884	89	172	3.970947	34.423828	1
70	0.701491	0.074228	0.199023	0.553949	93	137	3.306885	18.486328	1
90	4.570029	0.195432	0.322050	3.085003	70	387	0.806885	38.486328	1
80	1.005324	0.082181	0.571557	0.419686	11	12	4.556885	28.486328	1
100	3.934464	0.180771	0.143951	3.234111	113	262	2.056885	48.486328	1
75	1.184375	0.063181	0.110558	0.966141	111	200	2.681885	23.486328	1
95	8.227507	0.096315	0.505841	4.054990	25	450	0.181885	43.486328	1
85	0.556079	0.053108	0.393063	0.351358	60	75	3.931885	13.486328	1
105	3.315969	0.171644	0.191126	2.750336	99	325	1.431885	33.486328	1
73	2.999929	0.107558	0.505936	1.468757	41	169	0.494385	25.986328	1
93	2.563969	0.139797	0.000000	3.692033	312	419	2.994385	45.986328	2
83	1.145246	0.044041	0.533436	0.540519	21	44	1.744385	15.986328	1
103	1.741532	0.168555	0.000000	2.409551	292	294	4.244385	35.986328	2
